track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,Hit_or_Flop,Era,id
Mandrill,Mandrill,spotify:track:1xI62yXrvcXuLTzUmkmlje,0.536,0.734,0,-14.068,1,0.0584,0.0785,0.712,0.181,0.689,133.655,260360,4,46.80462,12,1,70s,14621
"Through Fire, Ice and Blood",Lonewolf,spotify:track:6ChbkH7VZ2f0pbmJZDBVWn,0.381,0.739,2,-6.45,1,0.0345,4.96e-05,0.613,0.0913,0.411,134.948,302720,4,38.88395,13,0,10s,37725
Backwater Blues,Lonnie Johnson,spotify:track:5O9wIArj2t7rir3vxtQFEH,0.631,0.0917,1,-16.749,1,0.0455,0.995,0.0495,0.183,0.349,83.112,182821,4,30.61591,8,0,70s,10922
Bell Bottom Blues,Derek & The Dominos,spotify:track:2YJgM8lj4u5YEZRSHSfL60,0.404,0.695,2,-6.162,1,0.034,0.587,0.0383,0.159,0.646,133.135,301720,4,33.6108,11,1,70s,8897
"Till The End - From ""Me Before You""",Jessie Ware,spotify:track:4wuKfMYt9XIDiGCIfloBRR,0.662,0.395,4,-10.694,1,0.0593,0.766,0.00594,0.125,0.534,73.012,180560,4,42.15589,8,0,10s,35470
My President,Young Jeezy Featuring Nas,spotify:track:4Onlx3t98YDeu8bM7wRS5K,0.564,0.773,6,-6.568,0,0.115,0.0526,0.0,0.328,0.588,151.975,329813,4,42.96715,14,1,00s,30125
Just Seventeen,The Raiders,spotify:track:0HLPvnTJQ5VGBK6hgzxYFG,0.331,0.896,11,-6.629,0,0.0992,0.00318,0.331,0.0866,0.559,102.088,229533,4,34.25343,10,1,70s,14782
Hip Hop Bommi Bop,Die Toten Hosen,spotify:track:5C1tqrJ0YK0c28dHHbTDxC,0.793,0.829,1,-5.167,0,0.0791,0.0317,8.19e-06,0.0748,0.575,108.671,274080,4,37.31551,11,0,80s,23142
Biblical Violence,Hella,spotify:track:3YmFlUmOV28Sf14lJp1QDF,0.44,0.918,7,-5.384,1,0.0867,0.00171,0.798,0.209,0.325,88.464,183707,4,28.24279,7,0,00s,30580
Blue Velvet,Bobby Vinton,spotify:track:4QelFzhVgLomeQhvKrwM1S,0.376,0.246,10,-9.803,1,0.0286,0.862,0.0,0.155,0.282,80.167,168093,1,34.59054,7,1,60s,7312
Whoa!,Black Rob,spotify:track:71u5SjnkSQgzIt1UzHchbi,0.736,0.705,7,-6.231,1,0.24,0.0579,0.0,0.321,0.557,86.404,238840,4,22.27029,8,1,00s,34433
Coming Up (Live At Glasgow),Paul McCartney And Wings,spotify:track:0Ix1999mTT1A3TF6Bywgv5,0.578,0.751,9,-7.803,1,0.0366,0.147,0.000499,0.627,0.684,137.023,248933,4,27.48507,12,1,80s,17032
"Too Gone, Too Long",En Vogue,spotify:track:2IOjsucrORGHHlqIlF3OAF,0.621,0.683,5,-7.488,0,0.0396,0.149,2.87e-06,0.0964,0.684,148.026,282693,4,44.1003,12,1,90s,26323
The Incredible Flutist : 1. Introduction: Siesta in the Market Place,Walter Piston,spotify:track:7heqage7Lnv29epdvOd97N,0.083,0.0524,9,-27.599,1,0.0424,0.545,0.899,0.402,0.0423,173.215,69200,1,38.44174,4,0,00s,32270
Tobacco Road,The Nashville Teens,spotify:track:7iPiOABYfkx6iCTAhtVBbm,0.466,0.34,7,-14.146,1,0.0409,0.0954,0.0003,0.365,0.707,129.167,160940,4,41.43086,7,1,60s,7573
Good Enough To Be Your Wife,Jeannie C. Riley,spotify:track:4ZaV3Xd2mANJt6XpHfAtqp,0.619,0.767,2,-8.188,0,0.0575,0.648,0.00154,0.297,0.746,90.664,167333,4,53.45919,9,1,70s,12395
Is It Something You've Got,Tyrone Davis,spotify:track:5WjfC5SYnuuEmtENFHaC9Z,0.6,0.739,11,-6.845,1,0.0653,0.173,0.0,0.155,0.936,106.282,158893,4,33.4699,9,1,60s,8301
Is Your Kettle On?,Thomas Schumacher,spotify:track:0KBRyP6AUkCxEJXGRSpxJp,0.763,0.447,1,-11.89,1,0.0758,0.0312,0.0363,0.103,0.497,95.018,257280,4,29.11315,13,0,10s,40645
Abba Zaba - Mono,Captain Beefheart & His Magic Band,spotify:track:7l5SNzetZBMxa5v8Qxwjv5,0.653,0.723,2,-8.602,0,0.0466,0.364,0.413,0.0966,0.934,95.601,160587,4,94.90988,5,0,60s,6510
Ship Of Fools,Robert Plant,spotify:track:6X2rYNgBbEghiWyexcbldt,0.619,0.424,4,-8.045,0,0.0248,0.175,0.00268,0.0999,0.245,93.15,300587,4,25.02612,13,1,80s,23298
Yankees raus,Slime,spotify:track:01aZzQgdK0Hea8PTCJRTHV,0.391,0.99,9,-5.949,1,0.103,0.000297,0.117,0.285,0.102,122.795,184360,4,32.42043,6,0,80s,20276
I'll Be Your Everything,Percy Sledge,spotify:track:1LALkNkIVdRXnwtLRBp1W2,0.538,0.221,0,-13.496,1,0.0315,0.664,0.0,0.0811,0.47,124.779,202840,4,43.5436,8,1,70s,9618
Man Alone,Louise Bogan,spotify:track:3bCocj1XA43WmOKlmZRpzD,0.675,0.119,9,-19.941,1,0.917,0.714,0.0,0.304,0.287,100.814,76309,3,10.11174,3,0,60s,1752
Killing Music,Benediction,spotify:track:3mjpmMuoNfhZmfVEUn8wwB,0.343,0.941,2,-6.689,1,0.09,2.97e-06,0.127,0.198,0.208,179.958,219320,4,17.67388,9,0,10s,37930
Winds Of Change,Jefferson Starship,spotify:track:5LHCFZ5WpuN4Isb8hwGzbU,0.481,0.891,4,-4.093,0,0.0993,0.279,1.14e-05,0.171,0.56,128.097,232480,4,35.64879,11,1,80s,20526
Böga Vröv,Vrävarna,spotify:track:2vYyAIP7vTyP0tcB1nZbfn,0.298,0.722,7,-7.213,1,0.0824,2.46e-05,0.11,0.29,0.49,113.721,147533,3,25.59526,5,0,90s,27856
Blackbirds And Crows,The Nashville Bluegrass Band,spotify:track:3QAoDb7ETn757hQErVxuRk,0.506,0.227,5,-15.514,1,0.0403,0.816,7.12e-05,0.0991,0.765,179.334,175600,4,26.59814,9,0,90s,25211
Metal Generation - 97 Remix,Jack Starr's Burning Starr,spotify:track:6yeqW480NZAUiILDQE3iHA,0.222,0.955,7,-5.348,1,0.116,0.0038,2.33e-05,0.37,0.0828,89.961,246853,4,53.40711,10,0,80s,17263
Apparition de l'Eglise Eternelle,Olivier Messiaen,spotify:track:2xYFaM5oEDrYkZCEj2KPEY,0.0687,0.11,5,-13.857,1,0.0357,0.205,0.775,0.0922,0.0293,76.92,686160,4,73.57086,35,0,80s,16871
Bleeding Love,Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,262467,4,41.3614,13,1,00s,31070
Please Mr. Postman,The Marvelettes,spotify:track:6jX5mso4x00c1EiNMrTU9U,0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,148040,4,39.65246,7,1,60s,8544
Cop Car,Keith Urban,spotify:track:5vCgOg9VqRaAUbnflCO6P3,0.538,0.664,1,-6.318,1,0.0392,0.193,0.0,0.0918,0.366,154.033,256747,4,29.1165,9,1,10s,35815
Tù No Le Amas Le Temes,Luis Enrique,spotify:track:31fgUJf2VBazZPGseEdsbZ,0.595,0.581,5,-10.574,0,0.0447,0.375,7.75e-06,0.0751,0.96,87.906,267693,4,29.17671,10,0,80s,21811
Kala Chashma,Amar Arshi,spotify:track:6V80i60nEL6gauNAiJBvXd,0.759,0.947,6,-6.845,1,0.127,0.312,0.219,0.322,0.942,95.01,382169,4,99.07484,18,0,00s,32123
Sweet Bossa,De Wolfe Music,spotify:track:5HWEIWW7iqp8Cpwxp3Iso5,0.526,0.402,2,-15.735,0,0.0298,0.899,0.968,0.0933,0.442,75.941,209041,4,61.86956,10,0,70s,8941
Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,spotify:track:39FwE8edwuyiaa4PrGBkP7,0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895,288760,4,33.65156,14,1,10s,38727
Say It (Over And Over Again),John Coltrane Quartet,spotify:track:016HKF7A4O7tatoJ9BgZM1,0.488,0.124,3,-13.038,1,0.0404,0.963,0.333,0.246,0.205,66.105,255960,4,59.36904,10,0,60s,6031
No Matta What (Party All Night),Toya,spotify:track:6jCLSGa6VpnHu5kc3d3j9E,0.676,0.822,8,-5.427,1,0.0919,0.0957,0.0,0.0762,0.386,81.079,208733,4,46.2907,10,1,00s,32601
Bonnie And Clyde,Vermillion Lies,spotify:track:6YFtkgjVwyu74TS5eBvnVN,0.566,0.355,4,-8.261,1,0.0961,0.925,0.00403,0.112,0.691,82.26,166853,4,41.20301,9,0,10s,39269
In My Dreams,REO Speedwagon,spotify:track:5ZeKZBB57EnctaXih6hJvE,0.623,0.38,11,-15.221,1,0.0309,0.0476,0.0,0.3,0.46,144.882,270227,4,49.99226,11,1,80s,19206
Do It Baby,The Miracles,spotify:track:6l5SjeMODgu1UCYlmvnh7d,0.719,0.558,0,-10.063,1,0.046,0.293,0.00208,0.0883,0.871,97.472,184253,4,36.13967,10,1,70s,14788
Don't Run My Life,Spys,spotify:track:7mpEsuWBVBx0ZVnRLXpxvB,0.475,0.815,9,-13.022,1,0.0308,0.0162,0.01,0.234,0.895,138.732,231400,4,45.54043,10,1,80s,18649
Beyond the Realms of Death,Agent Steel,spotify:track:45MGbaQoGrlXsnbmbrJXg2,0.245,0.819,6,-8.1,1,0.0524,0.00541,0.00772,0.423,0.381,91.605,403840,4,32.94822,13,0,90s,23603
Gone Crazy,Alan Jackson,spotify:track:5FF1zkuNs0xEiXj9RaZeo0,0.538,0.34,5,-12.064,1,0.0244,0.43,5.82e-05,0.0936,0.165,76.344,230440,4,38.91877,10,1,90s,23879
Pleasant Valley Sunday,The Monkees,spotify:track:2HqB3VSdiYmDkTTCPzVHOf,0.421,0.727,9,-6.384,1,0.0344,0.203,0.0,0.235,0.541,89.973,194467,4,25.69987,12,1,60s,2167
Love Someone,Lukas Graham,spotify:track:2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,205463,4,44.89147,9,1,10s,34711
Gone,Montgomery Gentry,spotify:track:71lXNAROGX1zo6tX0MSnCS,0.647,0.901,7,-5.138,1,0.0437,0.0172,1.35e-06,0.0527,0.581,118.957,250040,4,22.02402,14,1,00s,31278
My Funny Valentine,Jacky Terrasson,spotify:track:3a8zrk1fe79sAtpfN5Xt8k,0.366,0.0922,8,-21.94,1,0.0401,0.958,0.899,0.0924,0.0737,139.275,431000,4,82.1056,19,0,10s,39210
Blood On Your Hands,Blessed By A Broken Heart,spotify:track:0JjmX5LqM9EQNnYNY8D3sl,0.463,0.885,9,-3.342,0,0.064,0.000207,0.0,0.327,0.0823,134.933,281627,4,27.16527,14,0,00s,29429
Like Columbus Did,The Reflections,spotify:track:3qRqQmEgDHYaM5rT1Zp4kZ,0.598,0.531,1,-13.521,1,0.0337,0.583,0.0,0.0834,0.965,147.299,139413,4,25.73856,7,1,60s,2856
"Dominica Prima Adventus. Alleluia, Ostende: VIII Mode",Traditional,spotify:track:6ZUVIQacko5RG3R4AKH9vC,0.213,0.0581,8,-22.425,0,0.0487,0.982,0.69,0.167,0.0395,84.048,175453,4,60.08926,6,0,60s,23
"West Side Story: Act I: Gee, Officer Krupke",Leonard Bernstein,spotify:track:5Yteiedw7vtcyUvYVPLhmv,0.598,0.45,1,-9.859,1,0.442,0.705,0.0,0.421,0.843,146.23,254867,4,24.91512,13,0,60s,1544
America,Yes,spotify:track:0BokdaCN0sKUxRl0Nv0Tmh,0.29,0.706,2,-8.497,1,0.0575,0.0036,0.191,0.279,0.486,88.776,632333,4,16.63799,25,1,70s,16032
"Lamento No Morro - Trilha Sonora Do Filme ""Garota De Ipanema""",Nara Leão,spotify:track:7mg53oUwVu5R2N4WErPs2b,0.395,0.364,2,-12.718,0,0.0345,0.805,0.0208,0.124,0.219,140.873,147933,4,28.34799,7,0,60s,2100
Children of the Stars - Live,Angus Black,spotify:track:2vrh1N4PYrWNhx20jAHoKI,0.223,0.952,4,-3.916,0,0.061,0.019,0.721,0.682,0.452,122.719,389059,3,48.40089,12,0,10s,38325
Manha De Carnival (Morning Of Carnival),Stan Getz,spotify:track:457QPJiHqn3qo9RWEwh2XO,0.377,0.287,5,-14.997,0,0.0467,0.719,0.0609,0.127,0.567,83.297,346933,4,36.56942,12,0,80s,18690
"Baby, I Love Your Way",Peter Frampton,spotify:track:1ksayCHVLH4eKFm43GFokU,0.518,0.786,7,-5.739,1,0.0357,0.448,2.5e-05,0.7,0.463,72.269,281067,4,33.58949,9,1,70s,15752
You Make Me Feel (Mighty Real),Sylvester,spotify:track:3j1fs2X0ibiihnM4Fd4A2D,0.642,0.806,10,-12.973,1,0.032,0.0455,0.314,0.0498,0.962,131.577,395573,4,30.00922,12,1,70s,10066
4 Minutes,Avant,spotify:track:3g6SuyjGaGyAXmjvdNI1IU,0.828,0.6,10,-5.429,1,0.162,0.0942,0.0,0.126,0.655,119.969,240320,4,22.9246,11,1,00s,30150
What Goes Around Comes Around,Giggles,spotify:track:2dOb3DaZRbiGfruiDODvdd,0.744,0.819,7,-10.303,1,0.0546,0.0259,0.00229,0.178,0.87,120.355,223467,4,38.66995,7,1,90s,26830
Hip Hop & Love,Murs,spotify:track:4hCmFyAChr81lgcp0NpymJ,0.887,0.772,10,-6.127,0,0.22,0.484,1.85e-05,0.11,0.79,96.99,182933,4,20.79824,11,0,10s,39019
French Catalogues (Variation On 'The Canon In D Major' By Johann Pachelbel) - Remastered 2004,Brian Eno,spotify:track:0lKoQnWjjPJUHgw5nCGKAn,0.181,0.227,2,-16.232,1,0.0354,0.0117,0.856,0.123,0.0739,78.073,319973,4,27.10965,15,0,70s,9654
Superwoman,Karyn White,spotify:track:3bceL3NJmM8sKwr5dyrKAz,0.623,0.722,8,-5.612,1,0.0321,0.322,0.0,0.159,0.653,138.357,347453,4,23.79063,15,1,80s,22419
Last Night,The Paul Butterfield Blues Band,spotify:track:3KxXGOO1tV5P0Jgi4UN7z7,0.466,0.462,0,-9.811,1,0.0294,0.821,0.000335,0.0704,0.523,109.245,258667,3,34.74403,11,0,60s,5413
Friends,Elton John,spotify:track:3pxxSXxPKNXleWZ9ZcL0k1,0.627,0.53,5,-7.952,0,0.0266,0.661,2.2e-05,0.157,0.314,121.052,260707,4,53.0739,12,1,70s,10982
The Vast Spoils of America (From the Badlands Through the Ocean),Saves The Day,spotify:track:5pn3OzYVy9Bt0GuK3W93R2,0.533,0.908,6,-4.413,1,0.0451,0.00687,0.0,0.174,0.749,102.009,188387,4,118.38153,4,0,90s,28096
To the Unknown Man,Vangelis,spotify:track:6PmOZ90HvHXDB2KUdYiB6i,0.292,0.269,1,-17.326,1,0.0263,0.801,0.917,0.137,0.0756,84.576,542893,3,72.3109,23,0,70s,13068
Brass Monkey,Beastie Boys,spotify:track:2tY1gxCKslfXLFpFofYmJQ,0.914,0.586,6,-8.435,0,0.33,0.00203,1.58e-06,0.0992,0.655,116.371,157440,4,60.55455,6,1,80s,22790
Carta de amor,Alípio Martins,spotify:track:29K6Xf0ZjWWWpdvq02rKIk,0.532,0.5,4,-11.131,0,0.0284,0.68,0.00233,0.163,0.682,135.482,218360,4,44.3517,11,0,90s,25070
All-American Girl,Carrie Underwood,spotify:track:2dRPQFwPqAmc42mDRnsDQu,0.624,0.805,9,-2.632,1,0.029,0.0466,0.0,0.328,0.77,123.991,212173,4,27.34004,8,1,00s,32953
Estás Dormida,Caifanes,spotify:track:0wTPgTtoxZRNQoQoE0sjQp,0.444,0.835,4,-8.447,1,0.0331,0.21,0.00376,0.0846,0.726,161.498,218200,4,27.7556,12,0,90s,27237
Mundo Cão,Erasmo Carlos,spotify:track:6V1MWDsal5V380vuSEwEBF,0.527,0.477,9,-12.417,1,0.0457,0.856,0.364,0.323,0.963,103.543,201093,4,50.70739,9,0,70s,14962
Wonder If I Take You Home (Re-Recorded / Remastered),Lisa Lisa & Cult Jam,spotify:track:33QqRNli0suoq8lBTy4ZTm,0.736,0.783,6,-7.354,0,0.0807,0.0139,0.000111,0.079,0.713,115.178,406857,4,17.99183,15,0,10s,35812
Heart Of Mine,Boz Scaggs,spotify:track:3GGLM9N7B18Hww26bScGDq,0.634,0.451,2,-13.775,1,0.0271,0.232,0.0,0.0576,0.238,126.95,251520,4,29.54939,12,1,80s,22399
The Sacristan,Arve Henriksen,spotify:track:2qpYQYAcYlQSxJjAs11fty,0.309,0.0126,6,-20.379,0,0.0451,0.988,0.864,0.106,0.0784,119.8,191706,5,19.99275,12,0,10s,35708
Old Time Religion I,Ella Jenkins,spotify:track:1L7yQwlOxpQ5CWILdNrIXY,0.43,0.304,5,-12.976,1,0.0357,0.98,0.0,0.142,0.427,101.697,64893,3,26.11677,4,0,90s,27175
Look Back At It,A Boogie Wit da Hoodie,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4,38.806,9,1,10s,37858
I Should Care,Gloria Lynne,spotify:track:0zL0O7FtCIX9r5JzKRLTWV,0.242,0.413,7,-7.511,1,0.03,0.96,0.0586,0.368,0.101,133.081,181053,4,41.98223,10,1,60s,6706
Black Seeds Keep On Growing,The Main Ingredient,spotify:track:3HIJWcjJKv9ApiqVYzRlbM,0.426,0.797,3,-10.082,0,0.105,0.623,0.0,0.421,0.8,106.492,211667,4,36.5726,12,1,70s,13021
Tiptoe Bridge,David Lindup,spotify:track:6pQ8FEEHrZAymhd4d9SM9s,0.307,0.155,5,-16.583,1,0.0356,0.99,0.776,0.106,0.118,100.539,44852,4,5.58179,3,0,60s,8569
Shake,Ying Yang Twins Featuring Pitbull,spotify:track:1LomM3L6atrf79ZL7nHDp4,0.685,0.944,5,-5.19,1,0.34,0.134,0.0,0.362,0.543,128.013,214827,4,38.50058,9,1,00s,32205
I Don't Need You,Rupert Holmes,spotify:track:4j3IRcs36OFZ9Cf9ZNVg8R,0.56,0.589,5,-8.577,1,0.0537,0.168,0.0,0.0492,0.604,90.22,199800,4,30.57728,11,1,80s,17822
Aguas De Marco,Stan Getz,spotify:track:1HjrPGFASGbpa08t2ItnCZ,0.446,0.222,1,-16.059,0,0.0546,0.909,0.00136,0.115,0.354,152.778,278693,4,32.29131,15,0,90s,26380
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",spotify:track:5N1o6d8zGcSZSeMFkOUQOk,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427,4,50.71527,6,1,10s,36852
Disset Anys - En Directe,Raimon,spotify:track:7oHyuQEoENfX1rVjyZb8n4,0.375,0.239,9,-22.122,1,0.349,0.983,0.00359,0.679,0.367,176.522,147980,4,33.16875,6,0,60s,7703
The Box - Part 2,Orbital,spotify:track:1kV6GsEtVGmPehcGpmYtnr,0.603,0.72,9,-12.956,0,0.0295,0.0075,0.936,0.096,0.66,140.991,359586,4,28.64798,8,0,90s,24169
Belly Dancer (Bananza),Akon,spotify:track:53mFz13R8t5edNRuSFBMyZ,0.875,0.683,10,-5.88,0,0.124,0.0336,4.61e-06,0.705,0.685,104.848,240133,4,37.88198,12,1,00s,34021
Because Of Love,Janet Jackson,spotify:track:40kJxdeSmQieEgTgShXumm,0.764,0.878,5,-5.647,0,0.0523,0.287,0.00356,0.18,0.825,112.37,260907,4,25.84623,14,1,90s,28195
Fast Lane,Bad Meets Evil,spotify:track:2c5Isyd07hWsl7AQia2Dig,0.615,0.871,1,-3.804,1,0.281,0.0388,0.0,0.246,0.338,119.149,249560,5,30.61194,11,1,10s,39637
Woody'N You - take 1,Bill Evans,spotify:track:27OGJ3ayka7DY06ShRftZb,0.462,0.433,1,-15.783,1,0.0456,0.648,0.0273,0.212,0.696,124.267,265000,4,79.60361,12,0,70s,9724
New Flame,Chris Brown Featuring Usher & Rick Ross,spotify:track:3fBbfrWZUuWWrMQXFISr7N,0.702,0.629,1,-4.292,1,0.041,0.0506,0.0,0.0963,0.446,141.967,244227,4,40.68701,11,1,10s,37884
Mini Suspense,Johnny Pearson,spotify:track:7JXjfjtw9WQwIdydjYbQ4k,0.388,0.478,7,-12.213,0,0.0594,0.829,0.194,0.0971,0.24,82.631,96114,4,0.0,2,0,60s,2991
Moody River,Pat Boone,spotify:track:2TEdI0KNrYHo4UPhrt0ais,0.767,0.269,3,-14.983,1,0.0333,0.774,0.0,0.0875,0.534,129.921,157267,4,33.65623,10,1,60s,3349
Soft-Sell Conclusion,Frank Zappa,spotify:track:1iQv1WOnpMw9EwAUhuJtRu,0.405,0.618,4,-8.22,1,0.0958,0.114,0.0,0.253,0.695,111.772,101120,4,55.46091,5,0,60s,4249
Hearts And Minds,Nitzer Ebb,spotify:track:0nrkUuWvuFfidWn2beMukk,0.744,0.656,1,-12.323,1,0.0512,0.000939,9.62e-05,0.0347,0.968,120.192,225333,4,18.8991,13,0,80s,17286
Hole In The World,Eagles,spotify:track:2nSdYrRGhnfbncKCtgFWK7,0.662,0.39,4,-10.416,1,0.0239,0.46,0.0,0.179,0.713,82.007,256973,4,44.18196,10,1,00s,31790
We Will Rock You,Ludwig Von 88,spotify:track:3OEcxifTOtsSH3xL0C7Kcx,0.486,0.577,7,-10.164,1,0.0786,0.0399,0.000799,0.0791,0.586,188.651,227067,4,30.87912,11,0,90s,24211
Hangin' On A String,Loose Ends,spotify:track:2lfokjWEMj3JGRoZWRpIWR,0.735,0.724,11,-9.587,0,0.0503,0.0383,0.0008,0.0637,0.861,104.953,351813,4,33.96914,15,1,80s,22984
I've Waited As Long As I Can,Tony Rice,spotify:track:4flyQ8YJcqW57BlABtjrOt,0.556,0.578,7,-10.333,1,0.031,0.455,7.03e-06,0.308,0.906,127.336,179667,4,35.9913,9,0,90s,26666
The Dreadnought,The Dreadnoughts,spotify:track:4ELqTRQGNRZqen3SxyjrTT,0.382,0.904,2,-5.109,1,0.0534,0.00114,0.164,0.115,0.45,114.72,274120,4,38.70504,11,0,00s,34542
Ettam Pattu,Avial,spotify:track:54wb2o6E7jdvnmovXKX9Fb,0.469,0.684,11,-7.96,0,0.0327,0.252,0.366,0.254,0.502,185.952,349067,3,46.96812,15,0,00s,30924
כך עוברים חיי,Zohar Argov,spotify:track:5JasB0kvMsHR6xZC8HQpWE,0.63,0.458,7,-14.835,1,0.0349,0.368,1.21e-05,0.131,0.679,131.728,219933,4,38.29326,7,0,80s,19194
"Sonata, Op.143a - Adagio, Ma Non Troppo",Vagn Holmboe,spotify:track:1SQmK9QofZl3qO2MAuXuhP,0.156,0.00217,2,-32.645,1,0.0465,0.956,0.000898,0.132,0.0985,74.833,161515,3,26.57168,9,0,90s,23648
You Changed Me,Jamie Foxx Featuring Chris Brown,spotify:track:6za48riBTylMJHsf4AJPxK,0.696,0.65,11,-6.578,0,0.252,0.123,0.0,0.21,0.531,137.967,242267,4,28.47944,14,1,10s,38992
Love Will Turn You Around,Kenny Rogers,spotify:track:1M2a5TNHqmr2zXZZcB7xTe,0.64,0.44,4,-15.938,1,0.0295,0.226,4.43e-06,0.122,0.613,86.952,221193,4,18.35313,12,1,80s,17953
Tirchi Topiwale - 1,Amit Kumar,spotify:track:0RpuTvo9AaApJ5uvh6vE6B,0.657,0.799,5,-11.258,0,0.0646,0.245,2.96e-06,0.402,0.825,123.569,392093,4,33.25658,17,0,80s,18854
Nothing Else Matters,Apocalyptica,spotify:track:3uErbNGaNIPJkRlMrLxR9Z,0.346,0.198,2,-12.208,0,0.0334,0.566,0.893,0.0958,0.163,138.103,285533,3,30.8848,14,0,90s,24017
Walk Right In,The Rooftop Singers,spotify:track:4WhT2YADjcU58IUgroWZQZ,0.681,0.66,3,-10.426,1,0.0319,0.791,0.0364,0.0669,0.965,130.019,157267,4,30.76728,7,1,60s,1083
Me Acuerdo De Ti,Tito Puente,spotify:track:0SjUCvMlksiRFZPdQyrsrM,0.477,0.591,9,-5.768,0,0.0277,0.589,6.57e-05,0.364,0.674,101.546,243773,4,20.53584,10,0,60s,1090
Rat Race,The Drifters,spotify:track:5zYRLs7Zvmqu2riKoU0V0P,0.622,0.37,9,-14.766,0,0.16,0.496,0.0,0.376,0.385,101.108,132467,4,58.98468,7,1,60s,2532
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",spotify:track:6H0AwSQ20mo62jGlPGB8S6,0.822,0.505,7,-7.384,1,0.147,0.0317,0.000911,0.114,0.523,73.003,210200,4,52.62221,9,1,10s,38958
We Wish You A Merry Christmas,Traditional,spotify:track:6QYIAB6mt5Xg5wiv53ASq6,0.322,0.228,10,-17.439,1,0.0454,0.951,1.45e-05,0.178,0.301,178.23,114335,3,28.59518,4,0,60s,7296
This Time,Bryan Adams,spotify:track:27RJqlzy0TXZloJIuEYEbG,0.565,0.531,2,-16.233,1,0.0329,0.0033,0.000564,0.472,0.697,126.715,200560,4,32.9383,12,1,80s,16981
Cordão / Meu Refrão / Ano Novo - Ao Vivo,MPB4,spotify:track:4lb39RmFO4Z9QvBwMd1vSL,0.489,0.475,5,-11.17,1,0.151,0.85,0.108,0.829,0.561,142.419,282887,4,28.39298,12,0,70s,16330
Right Kind Of Love,Quarterflash,spotify:track:0WeBhzM2MFPfA1E2GliJy6,0.568,0.477,11,-14.116,0,0.0631,0.0997,0.0,0.219,0.538,117.524,232427,4,44.62581,9,1,80s,19087
Forever,Solomun,spotify:track:6Z8VgGsleTr8h05d1Eh2HV,0.803,0.69,1,-9.752,1,0.0473,0.00417,0.778,0.114,0.243,121.998,492356,4,121.62901,15,0,00s,31614
Happy Holiday / The Holiday Season,Andy Williams,spotify:track:3sDdyBHQ60Cs1opmIyRvhp,0.505,0.451,9,-10.193,0,0.0329,0.727,0.0,0.233,0.744,74.347,156867,4,18.0886,8,1,10s,36230
Gotta Make It,Trey Songz Featuring Twista,spotify:track:4xONUhRpKk1UIBsCSdviQo,0.753,0.881,7,-5.063,1,0.0688,0.0909,0.0,0.173,0.808,140.007,243280,4,39.38466,13,1,00s,31567
(A Funny Thing Happened On The Way To The) Toystore,Pianosaurus,spotify:track:5cQQRoqNcQcVeFxoM4RhEd,0.679,0.505,2,-14.571,1,0.0408,0.337,0.0,0.0674,0.886,141.555,230733,4,22.62338,10,0,80s,20936
Équipe de nuit,Johnny Hallyday,spotify:track:5JXr9w8MF0ziHWtikqmnz9,0.537,0.961,9,-7.7,1,0.0393,0.0227,1.26e-06,0.336,0.876,149.37,219827,4,57.40435,12,0,80s,21335
I Feel Alive,Bayside Worship,spotify:track:5rdJtae8pxZj3dwpIDNvQL,0.571,0.746,6,-3.88,0,0.0411,0.00465,0.0,0.125,0.584,127.972,246021,4,16.57984,13,0,10s,38800
Have Mercy - 2001 Digital Remaster,Mighty Diamonds,spotify:track:5KdTZMkWPdU8pFzSmKdJr1,0.77,0.428,4,-8.881,1,0.0479,0.0935,0.0,0.0763,0.937,73.238,199067,4,52.89029,7,0,70s,11074
Novacane,Frank Ocean,spotify:track:4osgfFTICMkcGbbigdsa53,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,302347,4,52.38595,13,1,10s,34839
Lovely Hula Hands,Keola Beamer,spotify:track:5yuwwpm0eFjnFLuID68L9i,0.664,0.363,0,-17.332,1,0.0496,0.952,0.933,0.111,0.675,125.131,152333,4,54.76103,7,0,70s,16043
